ID,cv_1,cv_2,cv_3,cv_4,cv_5,cv_6,cv_7,cv_8,cv_9,cv_10,cv_11,cv_12,cv_13,cv_14,cv_15,cv_16,cv_17,cv_18,cv_19,cv_20,cv_21,cv_22,cv_23,cv_24,cv_25,cv_26,cv_27,cv_28,cv_29,cv_30,cv_31,cv_32,cv_33,cv_34,cv_35,cv_36,cv_37,cv_38,cv_39,cv_40,cv_41,cv_42,cv_43,cv_44,cv_45,cv_46,cv_47,cv_48,cv_49,cv_50,cv_51,cv_52,cv_53,cv_54,cv_55,cv_56,cv_57,cv_58,cv_59,cv_60,cv_61,cv_62,cv_63,cv_64,cv_65,cv_66,cv_67,cv_68,cv_69,cv_70,cv_71,cv_72,cv_73,cv_74,cv_75,cv_76,cv_77,cv_78,cv_79,cv_80,cv_81,cv_82,cv_83,cv_84,cv_85,cv_86,cv_87,cv_88,cv_89,cv_90,cv_91,cv_92,cv_93,cv_94,cv_95,cv_96,cv_97,cv_98,cv_99,cv_100
131,5,1,5,3,1,1,4,1,1,1,3,1,3,2,5,3,4,4,4,4,1,5,1,3,2,3,3,5,4,5,2,2,2,4,2,1,3,1,2,2,2,3,3,5,1,4,3,4,5,5,4,2,4,1,1,3,3,2,4,3,2,4,4,5,1,4,3,2,1,5,2,4,5,1,4,1,5,2,3,3,4,4,2,2,2,1,1,4,5,2,4,4,2,2,5,4,1,1,4,3
132,2,4,1,1,5,4,1,4,2,5,4,4,3,4,2,1,5,2,1,1,2,1,5,2,2,5,2,5,4,4,3,4,2,5,4,1,5,1,1,2,5,5,2,4,1,3,4,1,4,1,1,2,1,3,3,5,3,3,4,1,5,4,1,5,3,4,5,1,4,5,1,4,3,1,5,4,4,1,5,3,3,4,5,2,4,4,4,1,2,2,1,5,4,1,3,5,1,1,5,5
133,5,4,1,5,5,2,2,1,5,4,3,3,4,4,1,4,3,1,3,2,3,2,2,3,5,1,2,5,4,5,3,2,2,1,5,4,3,5,1,5,3,5,4,4,2,3,4,1,3,5,1,1,2,4,3,3,4,1,1,4,4,4,1,4,4,4,3,1,5,2,2,3,3,1,1,1,5,3,2,1,1,2,1,2,2,4,1,3,1,1,2,4,1,5,2,4,3,2,5,2
134,3,5,3,4,2,4,3,5,1,4,5,3,4,4,4,1,5,2,5,3,5,1,5,3,3,5,3,2,4,2,1,3,3,3,5,3,2,5,3,5,1,2,2,5,4,4,2,1,1,4,3,5,1,1,3,4,4,3,3,2,1,4,2,1,2,3,2,1,4,5,4,4,4,2,3,1,3,2,4,1,3,2,5,2,1,4,5,1,1,3,3,4,5,1,4,4,4,2,1,5
135,2,3,5,1,1,2,5,1,4,4,2,5,3,5,3,3,2,3,1,5,1,3,3,4,3,3,1,5,4,1,2,3,5,5,2,5,1,3,2,4,3,4,5,3,3,5,1,2,4,3,3,5,3,4,1,4,2,5,3,4,4,5,2,5,2,4,4,2,3,3,5,1,5,5,4,3,2,4,5,3,2,5,3,1,2,3,1,3,2,2,1,2,4,3,4,1,5,1,2,2
136,4,2,4,2,1,1,5,3,1,4,3,5,1,1,3,1,1,5,4,1,2,5,3,3,2,3,5,1,4,1,3,5,5,2,1,4,1,2,5,3,2,3,4,5,3,1,5,4,5,3,4,1,5,4,4,5,5,5,2,1,4,2,4,3,2,3,3,4,5,3,5,3,5,3,5,5,5,5,5,5,5,1,2,5,4,2,1,1,1,5,2,5,4,5,4,4,5,1,3,1
137,2,5,5,2,1,1,3,4,5,2,2,3,3,3,3,5,5,4,5,3,3,4,5,1,1,1,5,3,4,3,5,1,3,1,1,1,3,3,1,5,1,1,5,4,1,5,1,5,4,1,4,1,3,2,2,1,5,3,5,5,5,5,4,2,2,3,1,5,1,2,3,5,2,2,4,5,3,2,4,1,2,4,1,5,3,1,4,4,5,2,1,5,5,3,3,4,4,2,3,4
138,1,1,2,4,4,3,1,1,5,2,2,2,4,4,1,5,4,2,2,3,2,5,3,2,3,1,1,1,1,4,5,5,2,4,4,3,4,5,2,3,5,1,1,5,3,3,1,5,3,2,2,3,4,3,2,2,1,5,3,5,5,1,2,1,5,3,1,1,5,3,2,2,4,3,1,3,4,4,5,2,4,2,1,2,1,4,5,1,5,3,2,1,4,3,4,4,3,3,4,1
139,2,4,4,5,4,4,5,4,3,4,1,3,1,2,4,4,1,5,1,2,4,2,1,4,5,4,4,1,3,1,4,1,1,5,5,5,2,3,5,3,5,5,5,4,4,4,4,2,3,3,1,4,4,5,3,1,3,2,4,1,5,2,1,3,2,1,4,4,4,3,4,4,5,4,1,4,2,4,2,4,5,4,3,4,5,2,2,4,4,5,2,4,3,2,2,1,3,5,2,5
140,3,4,2,2,5,5,4,2,1,3,1,3,1,1,4,4,5,4,3,4,3,4,2,4,2,4,4,4,5,1,1,5,3,4,5,1,1,4,3,2,3,3,2,4,3,1,2,5,4,5,3,3,4,3,1,3,1,5,2,5,1,5,2,1,5,4,1,1,4,1,5,2,1,1,5,2,4,1,3,1,5,1,5,5,2,5,3,1,1,1,2,2,5,5,5,2,4,1,2,4
141,3,5,5,2,4,3,5,1,2,3,2,5,2,3,3,3,5,3,2,3,4,3,3,4,1,4,2,2,2,2,1,4,4,5,4,3,1,2,2,1,1,4,4,5,1,3,3,5,5,3,3,1,5,3,4,3,5,2,5,1,1,4,4,2,3,4,2,5,1,4,2,4,4,5,1,4,4,1,5,4,3,5,4,2,2,1,3,1,2,4,1,3,2,4,3,4,3,2,5,5
142,3,4,4,4,4,4,1,2,3,3,4,1,2,1,2,4,4,5,3,2,2,2,2,3,5,1,3,5,5,2,1,2,1,4,2,4,2,3,3,5,4,3,2,4,3,5,3,4,2,2,3,5,3,5,5,3,4,4,2,4,1,3,3,5,3,2,5,5,2,4,3,3,1,1,4,3,5,1,3,4,4,5,2,5,5,5,4,4,4,4,2,2,3,5,4,3,5,5,3,5
143,1,4,5,1,1,5,1,3,5,1,1,4,3,2,2,5,3,3,3,4,5,1,1,5,2,3,2,2,1,5,5,2,3,5,4,2,2,4,4,3,2,3,2,3,4,1,5,3,1,3,1,1,2,5,2,2,1,1,4,1,4,2,5,1,2,3,1,3,5,3,2,2,3,4,1,3,1,4,5,3,5,5,4,2,1,5,2,2,1,2,4,3,4,2,1,2,4,3,5,4
144,4,2,1,3,1,5,3,4,1,5,1,5,5,4,4,1,1,2,1,4,5,3,3,3,4,3,1,4,1,2,4,3,4,2,2,3,5,5,2,1,4,2,2,5,4,5,1,4,5,3,1,4,5,1,1,4,3,4,5,1,4,1,5,2,3,3,3,4,2,5,1,1,2,1,1,2,3,5,1,5,3,3,2,4,4,1,3,3,3,4,3,3,1,2,4,5,2,2,2,4
145,1,3,1,3,3,2,3,5,4,5,3,5,4,5,4,1,2,4,1,1,5,4,1,3,4,2,1,5,3,1,5,1,1,2,4,2,5,1,2,2,5,5,5,2,2,1,3,4,2,2,1,4,4,1,1,5,2,2,4,5,4,5,5,5,3,3,4,1,3,1,1,1,2,4,1,5,2,4,2,5,5,3,1,5,1,3,2,3,4,5,3,2,5,1,3,2,3,3,1,2
146,3,3,3,3,5,2,3,2,5,2,4,1,4,2,2,1,4,2,2,4,5,2,4,2,5,4,1,1,4,1,1,5,4,3,2,2,1,3,5,3,2,1,5,3,3,5,5,4,4,4,1,4,4,3,4,1,5,4,4,1,4,2,1,2,2,2,5,3,4,1,3,5,4,2,5,1,1,2,5,1,1,4,5,5,2,4,4,4,1,1,5,3,3,5,2,5,1,4,4,1
147,1,1,2,4,4,2,4,2,5,2,4,3,2,5,1,2,5,2,4,3,3,3,2,3,4,4,3,2,3,3,5,2,3,4,4,5,5,2,2,5,1,1,4,3,5,2,1,3,4,5,5,3,4,3,2,3,5,2,4,4,1,4,4,5,4,4,3,3,3,1,2,5,1,2,3,5,3,2,3,2,1,1,1,1,2,3,3,5,1,3,3,1,2,1,4,5,2,2,2,4
148,4,1,2,3,1,4,5,5,4,3,3,5,1,5,4,5,5,5,3,2,3,5,3,5,5,3,5,4,2,1,5,3,3,4,2,4,2,2,4,1,1,4,3,2,2,3,1,2,5,2,5,2,5,1,5,1,2,1,1,5,5,4,5,2,1,3,2,1,4,2,5,1,3,4,2,2,1,3,1,5,2,3,1,5,1,1,2,2,5,2,3,1,3,1,1,4,1,2,5,2
149,1,3,5,2,3,1,4,3,5,4,2,5,3,1,5,4,4,5,3,4,4,3,1,5,5,2,4,1,2,1,4,2,5,1,2,3,5,2,5,1,3,5,4,2,4,2,1,3,4,1,1,5,2,3,1,5,2,4,1,5,5,5,3,4,1,5,5,3,5,4,3,5,1,1,4,3,2,5,4,3,3,4,5,4,3,2,1,5,4,5,2,5,5,3,1,5,1,1,3,1
150,3,1,1,5,3,3,1,3,5,5,4,5,3,4,4,1,5,4,3,1,1,5,2,5,4,3,5,5,4,5,2,4,5,4,2,4,5,1,2,4,2,2,2,4,2,5,2,3,1,2,1,3,2,3,2,1,2,4,5,4,3,4,2,1,2,1,1,2,4,2,1,2,3,5,4,5,5,3,5,1,4,2,3,2,3,5,4,4,4,2,5,3,4,2,4,2,2,5,1,1
151,1,3,5,3,5,1,1,1,1,4,5,5,3,3,2,5,2,3,5,4,3,1,2,2,2,3,5,2,4,5,5,1,3,2,2,1,1,5,3,1,2,3,5,5,5,4,3,5,5,2,1,4,1,4,1,3,3,2,1,3,3,4,2,5,2,3,3,2,3,5,5,2,4,5,4,3,3,1,2,5,5,3,5,1,5,4,3,1,5,5,1,5,4,1,2,3,5,5,5,3
152,5,2,1,3,4,4,3,5,5,2,4,4,1,3,4,2,3,2,1,4,2,2,3,3,2,5,3,1,4,2,3,4,2,3,5,1,5,4,3,5,4,3,1,4,3,3,3,5,4,4,3,3,5,2,4,1,5,2,4,1,5,4,2,2,2,4,5,1,1,5,1,4,3,3,3,3,1,2,4,1,1,1,5,5,5,4,5,3,2,5,4,1,2,5,4,3,3,5,5,4
153,1,2,3,4,2,2,4,5,4,1,5,5,1,5,2,1,4,1,2,3,4,1,4,2,2,4,5,1,3,5,3,3,1,5,3,4,5,5,3,4,4,4,2,4,1,2,5,2,1,5,2,5,5,3,5,1,5,3,4,3,4,1,1,1,4,3,1,1,4,1,1,3,5,5,5,3,4,3,3,1,5,2,2,4,2,3,5,2,5,5,5,5,3,3,5,1,5,1,5,4
154,5,4,4,3,1,1,4,1,3,2,1,1,4,4,4,5,1,4,5,1,5,1,5,5,5,4,5,5,1,1,5,1,4,4,2,4,5,1,3,5,1,5,2,4,1,3,4,5,4,2,5,2,1,4,5,2,2,5,5,3,5,3,3,1,1,3,2,3,4,5,1,4,1,2,4,4,1,3,3,3,2,5,5,4,1,2,3,2,5,3,1,4,4,1,2,1,3,3,3,2
155,5,3,4,3,2,5,5,4,1,1,3,1,4,5,2,3,4,2,2,2,1,3,4,3,1,1,4,3,4,5,5,1,4,4,4,4,2,1,1,4,1,2,2,4,1,4,2,3,5,5,4,5,2,2,5,5,1,3,5,1,1,1,5,5,2,5,5,1,5,2,4,5,1,1,4,1,2,2,5,2,1,5,2,3,4,2,1,5,4,2,3,4,1,1,4,5,1,4,5,3
156,2,2,2,2,5,2,1,3,4,5,3,2,5,3,2,2,5,5,4,5,3,2,1,2,5,2,2,5,4,4,5,3,2,3,1,1,3,3,2,5,5,4,4,4,2,3,3,4,1,3,2,4,4,3,2,4,1,1,4,1,5,3,5,1,3,2,1,5,5,2,5,2,3,5,5,5,3,3,4,5,1,4,4,3,2,1,1,3,3,2,1,4,4,4,5,1,1,4,3,4
157,5,1,2,4,4,3,2,1,5,3,3,4,5,5,5,5,3,2,5,4,5,4,3,2,1,3,1,1,1,3,1,2,5,4,1,5,2,1,1,5,5,1,4,2,1,5,2,3,3,5,2,4,2,3,5,4,4,1,3,1,5,1,3,5,4,4,1,4,1,1,1,2,4,1,1,1,4,1,4,1,2,1,4,2,3,1,3,1,3,1,3,5,4,5,4,4,3,4,5,5
158,2,5,1,3,1,5,4,1,3,5,3,3,4,3,1,5,2,4,2,1,2,2,3,5,5,1,2,3,2,3,1,2,3,1,1,3,5,1,3,3,5,1,2,4,2,3,3,1,3,2,4,2,3,1,3,4,2,4,3,1,2,3,2,2,2,1,2,2,5,3,3,5,3,3,2,5,1,2,5,1,2,5,1,3,4,5,1,1,1,3,3,4,4,1,2,4,3,3,5,5
159,3,4,4,1,3,3,2,1,4,3,3,1,2,2,4,3,2,3,1,2,4,4,4,4,3,4,5,3,3,2,5,1,1,4,4,4,2,1,5,3,1,1,4,4,3,4,3,2,1,2,4,5,1,1,2,4,4,5,5,1,2,1,5,4,2,2,1,3,5,5,4,1,5,4,1,4,4,4,2,3,3,5,5,2,5,4,2,5,5,3,4,3,3,2,3,1,1,4,2,5
160,5,2,3,4,3,4,5,3,5,5,3,4,2,2,5,3,2,5,3,4,2,5,1,2,1,2,4,4,1,4,1,2,1,5,4,4,3,2,1,4,4,2,5,2,4,5,2,4,5,2,4,3,5,1,2,5,4,2,4,1,2,3,4,3,1,1,1,2,1,1,4,3,5,3,2,1,5,3,5,2,4,2,5,2,3,1,4,1,5,4,2,5,3,1,5,2,2,4,2,4
161,4,3,2,5,3,5,1,3,5,2,2,4,4,3,4,5,1,5,2,1,4,1,5,4,3,5,5,3,1,5,1,3,3,2,4,4,1,4,2,3,4,3,3,2,3,1,3,2,3,4,2,1,3,3,2,2,2,1,3,2,1,4,1,4,3,4,5,3,1,1,1,3,5,2,2,3,2,5,5,4,5,3,4,4,4,3,5,3,2,1,1,5,1,1,1,3,1,2,1,4
162,3,4,4,3,3,1,5,4,3,5,2,1,5,1,3,4,3,1,5,4,3,5,4,4,2,1,3,2,1,5,2,2,4,4,4,5,3,1,3,4,5,3,2,4,4,5,2,3,1,5,5,2,4,3,3,5,1,5,5,1,3,5,2,3,1,3,3,3,3,2,2,1,5,3,3,3,5,2,5,2,4,3,2,4,1,4,5,4,3,3,1,4,2,1,5,5,4,5,2,3
163,2,3,5,4,2,1,4,5,3,5,5,4,3,1,5,5,4,1,1,1,4,3,3,2,4,5,1,1,4,3,1,3,5,1,1,3,5,2,5,2,3,5,2,5,1,3,3,2,5,1,5,1,2,2,4,5,5,3,2,1,1,2,2,3,5,3,3,3,2,1,3,4,1,2,2,4,3,2,5,1,3,1,2,4,4,4,4,1,1,4,2,3,3,3,5,2,4,1,1,1
164,3,1,5,1,2,1,2,5,2,5,1,5,2,3,1,2,4,1,5,1,5,3,4,3,3,5,3,4,5,2,2,1,4,5,3,2,1,5,5,1,2,1,4,5,3,4,5,4,5,1,1,3,5,2,2,2,2,2,5,4,3,3,5,3,4,2,5,4,1,2,4,4,5,1,5,2,3,1,2,2,1,2,4,5,3,1,4,4,5,4,2,4,3,1,3,1,1,1,4,1
165,4,4,2,1,1,2,5,4,4,1,1,4,5,2,1,5,2,1,5,4,1,3,1,3,3,1,1,2,4,3,3,2,3,3,2,1,1,2,1,3,4,1,1,5,2,2,1,5,3,2,5,4,1,5,2,5,1,2,1,1,4,2,1,3,5,1,4,1,3,1,2,5,4,3,3,1,5,1,4,2,5,5,1,1,5,2,5,2,3,1,5,1,3,5,3,5,5,3,1,2
166,2,4,2,1,3,5,1,2,1,1,2,4,5,5,2,3,1,3,5,5,3,3,4,5,3,3,2,3,2,2,1,2,2,5,2,2,3,2,4,4,4,5,5,3,5,2,2,1,1,2,1,1,2,3,3,3,1,1,3,2,1,2,3,3,3,5,1,4,4,3,1,4,1,3,1,4,4,2,2,4,4,5,3,5,5,5,1,1,2,3,2,1,4,4,4,5,4,1,3,4
167,4,4,2,1,2,1,5,2,4,1,5,5,3,4,2,2,1,2,3,1,4,2,1,3,4,3,1,4,2,4,3,1,3,4,3,2,5,2,5,4,4,4,3,5,4,3,1,4,1,3,3,3,2,1,4,2,4,4,4,3,5,2,3,2,1,4,4,4,3,2,3,1,1,4,1,4,4,3,1,4,3,5,5,5,5,3,5,3,3,2,4,3,5,2,1,4,1,1,4,5
168,3,1,2,1,1,4,1,1,4,5,5,3,1,3,2,1,3,2,1,4,4,5,2,3,3,1,4,2,5,2,3,3,3,5,4,1,3,1,5,2,4,4,3,2,1,3,5,3,1,1,4,1,3,3,3,2,4,4,5,3,1,2,1,2,1,3,5,1,5,1,5,5,4,3,2,4,5,3,3,2,1,4,4,5,4,1,2,4,4,3,1,2,1,5,4,4,4,2,2,4
169,5,3,1,3,3,5,5,1,1,1,1,1,3,5,3,5,3,4,5,2,5,1,4,3,4,3,1,3,4,4,4,5,3,2,4,2,4,5,3,2,1,1,4,5,1,2,5,1,2,2,4,1,5,5,2,3,4,5,3,2,5,5,2,4,4,4,3,4,3,2,3,2,1,4,1,1,5,4,3,5,5,1,1,3,3,4,5,3,5,4,5,4,2,2,5,1,4,2,5,3
170,1,3,2,5,1,2,2,5,2,5,4,5,5,3,5,4,3,5,4,4,1,3,4,1,3,2,3,1,1,1,3,2,5,2,4,2,5,5,4,1,1,5,3,5,1,3,5,4,2,2,5,4,5,1,3,4,1,4,1,4,5,4,2,4,5,2,5,2,4,3,5,3,3,4,1,2,4,5,1,5,3,3,5,4,5,5,4,5,5,3,4,3,1,5,3,5,5,4,5,3
171,3,1,3,3,5,1,1,1,4,2,4,5,5,3,4,3,5,3,1,5,5,2,5,3,4,3,2,4,2,2,4,2,3,4,2,4,1,5,2,2,2,3,1,1,2,5,2,5,1,4,3,1,5,3,5,2,3,4,2,2,1,2,2,5,2,4,3,1,4,5,4,1,3,1,5,2,2,2,3,1,4,5,3,2,2,3,3,3,2,1,3,4,4,4,2,1,4,2,5,2
172,1,5,3,3,1,3,2,1,2,1,3,4,4,3,5,1,5,2,2,5,3,2,1,4,2,3,5,1,5,3,2,5,1,4,4,1,5,4,3,3,4,3,1,3,5,3,3,2,2,1,3,2,3,1,5,2,2,1,1,4,1,2,3,1,5,3,3,2,4,1,1,3,4,3,4,2,4,2,2,4,5,2,4,2,2,4,2,3,4,3,2,3,5,5,1,2,4,3,4,1
173,3,2,4,5,5,5,2,2,5,4,1,2,5,1,2,1,3,5,3,3,3,1,3,2,3,5,4,2,3,5,3,5,3,3,1,2,1,1,1,1,5,2,1,5,2,4,3,2,2,5,3,4,4,1,3,5,2,5,4,2,1,2,1,3,2,3,3,3,4,1,3,1,4,4,3,4,1,1,5,5,2,3,2,1,5,3,3,5,4,3,2,2,3,3,5,3,3,5,4,1
174,4,4,3,3,5,1,2,3,2,1,3,4,4,1,2,2,3,1,1,5,1,5,1,4,1,4,3,1,1,3,4,1,5,5,3,4,1,3,2,1,1,5,3,4,1,5,2,4,3,3,3,3,4,4,2,2,5,5,5,2,2,1,1,4,1,4,5,4,4,3,5,3,1,4,4,1,3,3,1,2,4,3,1,1,2,3,4,3,1,4,4,2,4,4,4,2,2,2,5,5
175,1,4,5,1,4,2,4,2,2,3,4,2,2,5,5,1,4,3,4,4,2,3,1,3,4,3,4,1,4,5,1,5,1,1,2,5,1,2,1,5,2,3,3,1,5,5,4,4,5,4,2,4,4,3,1,2,1,2,5,2,5,5,5,3,2,5,5,4,1,3,4,3,3,4,3,5,3,1,5,1,5,2,3,3,2,3,1,5,5,3,2,2,4,2,5,1,1,1,3,1
176,3,3,2,3,5,4,5,1,2,5,3,4,1,4,3,2,3,2,5,4,3,5,4,5,4,2,4,2,1,5,5,1,5,2,5,2,4,1,4,1,1,1,2,1,2,3,5,1,5,2,4,3,3,1,2,1,4,5,3,1,3,3,1,4,2,3,2,1,1,2,3,4,1,1,3,4,2,2,5,4,1,2,5,5,4,1,1,2,5,5,1,3,4,1,4,4,3,1,1,2
177,5,2,3,5,5,5,1,5,1,1,5,2,2,3,1,5,5,1,1,5,1,4,5,4,1,3,2,2,2,4,5,3,1,1,1,4,4,5,5,4,5,5,3,5,4,5,3,1,4,1,5,3,2,2,5,4,1,1,2,3,3,2,1,5,4,5,5,4,1,3,1,3,4,2,3,5,4,1,3,3,2,2,1,5,2,4,2,2,4,5,4,2,1,5,3,3,4,3,3,2
178,1,4,3,2,2,4,4,3,1,5,4,4,4,1,4,3,4,5,2,5,1,2,4,1,2,2,4,2,3,1,4,5,2,2,2,3,3,2,3,2,5,3,1,1,3,3,2,2,1,1,5,3,1,4,5,2,1,4,2,4,1,4,5,3,2,1,3,4,2,2,4,2,3,5,2,3,2,4,1,1,1,2,1,3,4,4,5,4,2,2,1,3,5,2,1,4,5,4,1,5
179,5,4,4,3,2,3,4,3,1,2,3,4,4,3,2,1,3,3,5,2,1,3,2,2,1,5,1,5,3,5,2,2,3,3,2,1,4,2,2,4,3,5,3,5,3,2,5,4,2,2,3,4,5,4,5,5,3,5,1,4,3,2,4,3,1,4,3,1,5,5,5,1,3,4,5,3,1,3,2,3,2,4,2,3,2,2,5,5,1,5,3,5,3,2,1,4,4,4,5,3
180,2,5,2,1,2,5,2,2,3,5,1,2,2,1,5,2,4,3,2,1,2,5,3,5,4,4,5,5,4,4,3,4,5,3,5,2,1,5,2,1,3,2,2,1,5,4,5,4,3,5,2,4,2,3,5,5,4,1,2,3,4,4,2,3,2,1,5,3,5,5,3,2,1,5,5,4,5,5,5,1,5,2,4,1,1,2,4,4,4,5,2,2,2,1,4,4,3,5,5,4
181,4,1,1,5,4,5,3,1,4,2,4,2,4,2,2,1,3,4,1,2,5,5,4,1,5,5,3,1,1,4,2,4,1,5,4,5,4,4,2,5,4,3,5,2,4,4,4,5,2,1,5,1,3,4,1,4,2,2,2,5,3,2,1,2,1,1,5,1,5,1,5,5,4,3,5,1,2,1,4,2,3,1,5,4,3,1,2,2,4,1,1,1,2,2,1,4,5,4,2,3
182,5,2,4,2,2,2,1,1,3,5,3,1,1,3,1,2,4,5,5,5,4,2,3,5,5,1,1,1,4,3,5,4,3,5,1,5,4,4,2,3,5,1,4,3,3,5,1,1,5,3,1,4,1,1,2,4,5,1,2,4,3,3,4,2,4,5,4,3,4,1,2,4,5,2,3,2,5,1,4,5,3,5,3,5,2,5,2,2,4,5,2,3,2,4,4,1,2,3,5,5
183,5,5,1,5,2,1,1,1,3,4,3,5,1,3,5,1,4,2,1,4,2,5,3,5,3,2,3,4,1,5,5,2,2,1,5,5,4,3,3,2,2,1,5,4,5,4,5,2,3,1,1,1,1,2,4,3,3,5,5,4,3,1,3,5,4,2,5,2,1,4,5,5,4,5,5,5,2,4,1,4,3,4,1,4,1,3,3,3,1,3,3,3,4,5,2,4,3,1,1,3
184,1,4,5,4,5,2,5,1,1,1,3,4,4,1,3,3,5,3,2,4,3,4,3,3,1,1,1,1,4,4,4,5,4,2,2,2,3,1,2,2,5,3,5,1,2,2,1,5,1,4,4,2,3,5,1,3,4,4,1,5,2,1,2,2,4,5,1,1,1,2,1,1,3,2,2,4,5,1,5,2,5,2,1,3,5,3,3,4,2,3,2,3,1,3,3,3,1,2,1,1
185,4,2,2,2,2,3,1,5,5,4,3,5,3,1,4,4,2,4,5,5,5,1,4,3,2,4,5,1,4,3,4,2,4,4,1,5,3,3,4,5,1,2,2,2,5,4,3,1,2,4,2,3,5,5,2,4,5,3,1,3,1,2,3,1,3,3,1,4,3,4,5,1,3,1,2,3,2,2,2,2,1,2,2,1,2,3,3,1,5,1,3,1,4,4,4,1,5,5,4,2
186,5,3,2,4,4,5,5,1,4,2,3,5,1,5,5,1,1,2,3,4,4,5,5,5,3,2,2,5,1,2,4,5,3,2,4,5,3,5,5,4,5,2,2,5,3,5,3,2,1,1,5,3,2,3,4,3,1,4,3,2,2,5,5,4,4,1,5,3,4,3,4,4,2,5,2,4,5,3,3,3,1,2,1,4,1,3,2,4,4,2,3,1,5,1,5,3,4,3,2,2
187,5,5,5,1,4,5,2,4,4,1,2,2,4,2,2,2,2,4,2,1,3,1,2,5,5,2,4,2,5,1,3,1,4,2,2,1,2,3,3,3,1,2,1,1,2,3,3,4,3,1,4,3,1,1,5,1,2,5,4,3,5,3,4,1,4,1,2,2,3,5,2,5,3,2,1,5,3,1,1,2,2,5,5,3,4,2,1,2,4,2,2,1,2,3,1,3,4,5,4,5
188,4,2,3,2,2,3,2,2,5,1,5,5,3,4,4,4,2,4,4,2,3,1,3,3,4,2,5,4,3,1,3,1,2,3,4,1,3,1,1,5,3,2,3,1,4,1,1,1,5,5,3,4,5,1,3,2,3,1,5,1,5,2,2,1,1,5,3,3,4,3,5,3,1,1,4,3,5,2,2,4,5,1,3,4,4,5,4,3,5,3,1,4,1,4,5,2,5,5,1,5
189,4,5,3,5,2,3,2,5,3,5,3,2,2,2,1,2,2,5,4,3,4,5,4,2,1,5,5,5,1,4,2,3,1,4,4,3,3,3,5,4,3,2,4,4,1,3,4,1,3,5,5,1,2,2,4,4,2,5,1,1,1,3,3,3,4,4,4,1,4,2,3,5,3,3,4,5,1,4,2,5,3,5,5,2,2,2,2,5,3,4,5,1,1,5,4,3,1,4,5,2
190,5,2,1,1,3,4,1,3,3,4,3,4,5,4,2,5,5,3,3,5,5,2,1,3,1,2,5,1,2,2,2,3,3,2,1,5,2,2,5,4,2,4,4,3,5,5,2,3,3,4,4,3,2,2,1,3,4,1,3,1,1,1,2,3,3,5,3,5,3,1,4,2,3,4,1,2,1,3,2,3,1,2,3,2,4,1,3,5,5,5,5,5,1,2,1,3,4,4,2,5
191,1,3,4,5,5,1,1,4,2,3,4,2,3,1,2,1,4,1,1,3,3,5,3,3,5,3,4,3,2,4,5,3,1,2,1,4,5,5,2,1,2,2,4,5,1,2,1,5,2,5,4,5,3,5,5,1,5,3,1,5,5,4,2,2,4,2,4,4,2,4,5,2,2,2,4,2,3,4,4,1,3,2,2,1,3,2,4,3,1,4,4,5,1,4,5,2,2,1,4,4
192,2,1,4,4,4,1,4,3,5,1,5,4,1,5,4,2,4,2,5,5,4,5,4,5,1,1,1,5,1,5,5,1,2,5,2,5,1,3,4,5,2,1,3,1,4,5,4,5,2,5,4,5,4,3,1,3,5,5,5,1,1,3,3,4,1,1,1,1,1,3,4,1,2,4,4,2,1,2,4,4,5,5,4,4,3,5,4,1,1,1,4,3,2,2,5,5,2,2,5,3
193,2,5,1,3,2,5,5,5,3,2,4,3,3,1,3,4,1,3,2,1,1,3,2,2,3,5,5,2,2,5,5,4,5,1,1,1,4,4,3,1,3,4,1,4,4,1,4,3,4,1,3,2,2,3,1,3,5,3,2,1,3,4,1,1,5,1,1,3,3,5,3,1,2,2,2,4,2,1,2,2,5,1,1,1,2,2,5,1,3,5,1,3,2,1,1,4,4,2,3,3
194,5,5,2,1,3,3,4,2,1,4,2,2,3,4,2,5,1,4,5,2,1,1,5,3,2,5,4,2,4,3,4,1,3,4,1,4,4,3,1,5,5,3,3,1,1,1,3,3,3,3,5,4,2,2,1,2,4,4,3,3,1,5,2,4,1,3,3,2,2,5,3,4,3,5,3,1,1,2,5,1,5,4,5,1,5,1,4,1,1,2,1,3,5,1,3,2,1,4,5,1
195,2,2,5,4,4,1,4,5,5,1,5,2,2,2,3,1,1,1,4,4,4,3,2,1,2,2,5,3,1,3,2,1,2,5,4,3,4,3,3,3,1,1,3,5,2,4,3,2,5,4,5,4,4,2,3,5,1,5,4,3,4,4,2,2,2,2,3,1,2,1,3,2,1,1,5,4,2,2,5,4,5,2,5,3,4,2,1,1,1,4,4,2,1,3,1,4,3,1,2,1
196,4,2,2,1,5,2,2,4,2,3,1,5,2,2,1,1,3,1,1,1,2,3,3,2,1,1,2,1,3,2,4,3,4,4,2,2,4,5,2,5,5,1,3,1,5,3,4,4,2,1,5,2,1,4,5,3,1,3,5,3,5,5,2,2,1,1,3,1,1,5,3,4,4,4,5,4,1,5,5,3,1,1,1,3,2,2,1,2,4,5,1,2,1,5,2,3,1,1,2,2
